Permanent Supportive Housing Application Streamlining Temporary Amendment Act of 2013,Law,20-6,1274,Law_20-6
Personal Property Robbery Prevention Amendment Act of 2013,Law,20-50,2209,Law_20-50
Personal Property Robbery Prevention Emergency Amendment Act of 2013,Act,20-142,1987,Act_20-142
Personal Property Robbery Prevention Emergency Declaration Resolution of 2013,Resolution,20-247,2104,Resolution_20-247
Personal Property Robbery Prevention Second Emergency Amendment Act of 2013,Act,20-199,2447,Act_20-199
Personal Property Robbery Prevention Second Emergency Declaration Resolution of 2013,Resolution,20-302,2705,Resolution_20-302
Pharmacy Technician Amendment Act of 2012,Law,19-303,1043,Law_19-303
Phebbie Scott Way Designation Act of 2012,Law,19-247,203,Law_19-247
"Pipefitting, Refrigeration and Air Conditioning Mechanic Occupations Equality Act of 2012",Law,19-274,898,Law_19-274
Police and Firefighter’s Retirement and Disability Emergency Declaration Resolution of 2012,Resolution,19-720,550,Resolution_19-720
Police and Firefighter’s Retirement and Disability Omnibus Amendment Act of 2012,Law,19-314,1126,Law_19-314
Police and Firefighter’s Retirement and Disability Omnibus Congressional Review Emergency Amendment Act of 2013,Act,20-33,493,Act_20-33
Police and Firefighter’s Retirement and Disability Omnibus Congressional Review Emergency Declaration Resolution of 2013,Resolution,20-53,778,Resolution_20-53
Police and Firefighter’s Retirement and Disability Omnibus Emergency Amendment Act of 2012,Act,19-585,288,Act_19-585
"Police Officers, Fire Fighters, and Teachers Retirement Benefit Replacement Act of 1998 Amendment Act of 2012",Law,19-308,1087,Law_19-308
"Police Officers, Fire Fighters, and Teachers Retirement Benefit Replacement Act of 1998 Temporary Amendment Act of 2012",Law,19-309,1243,Law_19-309
"Police Officers, Fire Fighters, and Teachers Retirement Benefit Replacement Act of 2013 of 1998 Congressional Review Emergency Declaration Resolution of 2013",Resolution,20-50,773,Resolution_20-50
"Police, Fire Fighters, Teachers Retirement Benefit Replacement Act of 2013 of 1998 Congressional Review Emergency Amendment Act of 2013",Act,20-35,508,Act_20-35
Portable Electronics Insurance Amendment Act of 2012,Law,19-306,1076,Law_19-306
Pre-litigation Discovery of Insurance Coverage Amendment Act of 2012,Law,19-281,914,Law_19-281
Prescription Drug Monitoring Program Act of 2013,Law,20-66,2897,Law_20-66
President and Directors of Gonzaga College Revenue Bonds Project Emergency Approval Resolution of 2014,Resolution,20-583,4003,Resolution_20-583
President and Directors of Gonzaga College Revenue Bonds Project Emergency Declaration Resolution of 2014,Resolution,20-582,4001,Resolution_20-582
Private Contractor and Subcontractor Prompt Payment Act of 2013,Law,20-34,2177,Law_20-34
Processing Sales Tax Clarifying Congressional Review Emergency Amendment Act of 2013,Act,20-6,455,Act_20-6
Processing Sales Tax Clarifying Congressional Review Emergency Declaration Resolution of 2013,Resolution,20-15,709,Resolution_20-15
Processing Sales Tax Clarifying Temporary Amendment Act of 2012,Law,19-218,234,Law_19-218
Procurement Practices Reform Exemption Amendment Act of 2014,Law,20-94,2969,Law_20-94
Procurement Practices Reform Exemption Emergency Amendment Act of 2014,Act,20-282,3051,Act_20-282
Procurement Practices Reform Exemption Emergency Declaration Resolution of 2014,Resolution,20-414,3110,Resolution_20-414
Prohibition of Pre-Employment Marijuana Testing Emergency Act of 2014,Act,20-525,4441,Act_20-525
Prohibition on Government Employee Engagement in Political Activity Amendment Act of 2013,Law,20-80,2934,Law_20-80
Prohibition on Government Employee Engagement in Political Activity Congressional Review Emergency Amendment Act of 2013,Act,20-231,2633,Act_20-231
Prohibition on Government Employee Engagement in Political Activity Congressional Review Emergency Declaration Resolution of 2013,Resolution,20-343,2775,Resolution_20-343
Prohibition on Government Employee Engagement in Political Activity Emergency Amendment Act of 2013,Act,20-25,485,Act_20-25
Prohibition on Government Employee Engagement in Political Activity Emergency Amendment Act of 2013,Resolution,20-39,741,Resolution_20-39
Prohibition on Government Employee Engagement in Political Activity Temporary Amendment Act of 2013,Law,20-4,1268,Law_20-4
Prohibition on Pre-Employment Marijuana Testing Emergency Declaration Resolution of 2014,Resolution,20-712,4629,Resolution_20-712
Proposed Multiyear Contract No. 13-Ocps-004-04 Approval Resolution of 2013,Resolution,20-120,1531,Resolution_20-120
Proposed Multiyear Contract No. Dcam-13-Nc-0112 Emergency Approval Resolution of 2013,Resolution,20-360,2818,Resolution_20-360
Proposed Multiyear Contract No. Dcam-13-Nc-0112 Emergency Declaration Resolution of 2013,Resolution,20-359,2817,Resolution_20-359
Proposed Multiyear Contract No. DCAM-14-NC-0085 Approval Emergency Declaration Resolution of 2014,Resolution,20-398,3094,Resolution_20-398
Proposed Multiyear Contract No. DCAM-14-NC-0085 Emergency Approval Resolution of 2014,Resolution,20-399,3095,Resolution_20-399
Proposed Multiyear Contract No. DCCR-2014-C-0001 Approval Emergency Declaration Resolution of 2014,Resolution,20-632,4536,Resolution_20-632
Proposed Multiyear Contract No. DCCR-2014-C-0001 Emergency Approval Resolution of 2014,Resolution,20-633,4537,Resolution_20-633
Proposed Multiyear Contract No. DCPL-2013-C-0004 Approval and Payment Authorization Emergency Act of 2014,Act,20-382,3865,Act_20-382
Proposed Multi-Year Contract No. DCPL-2013-C-0004 Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-565,3974,Resolution_20-565
Public Charter School Board Barbara B. Nophlin Confirmation Resolution of 2013,Resolution,20-223,2074,Resolution_20-223
Public Charter School Board Darren W. Woodruff Confirmation Resolution of 2014,Resolution,20-537,3934,Resolution_20-537
Public Charter School Board Enrique Cruz Confirmation Resolution of 2014,Resolution,20-605,4041,Resolution_20-605
Public Charter School Board Herbert R. Tillery Confirmation Resolution of 2013,Resolution,20-222,2073,Resolution_20-222
Public Charter School Board Sara Mead Confirmation Resolution of 2013,Resolution,20-224,2075,Resolution_20-224
Public Charter School Historic Preservation Amendment Act of 2014,Law,20-95,2971,Law_20-95
Public Employee Relations Board Charles J. Murphy Confirmation Resolution of 2014,Resolution,20-408,3104,Resolution_20-408
Public Employee Relations Board Keith Washington Confirmation Resolution of 2014,Resolution,20-535,3932,Resolution_20-535
Public Library Hours Expansion Act of 2012,Law,19-256,829,Law_19-256
Public Service Commission and People’s Counsel Terms of Service Harmonization Amendment Act of 2014,Law,20-101,3176,Law_20-101
Public Service Commission Betty Ann Kane Confirmation Resolution of 2014,Resolution,20-562,3970,Resolution_20-562
Public Service Commission Willie Phillips Confirmation Resolution of 2014,Resolution,20-536,3933,Resolution_20-536
Public Vehicle‎-‎For‎-‎Hire Educational Services ‎Congressional Review Emergency Act of 2013,Act,20-16,471,Act_20-16
‎Public Vehicle‎-‎For‎-‎Hire Educational Services Congressional Review Emergency of 2013 Congressional Review Emergency Declaration Resolution of 2013,Resolution,20-23,719,Resolution_20-23
Public Vehicle-for-Hire Educational Services Temporary Act of 2012,Law,19-235,265,Law_19-235
Public Vehicle-for-Hire Innovation Amendment Act of 2012,Law,19-270,890,Law_19-270
Real Estate Commission Christine M. Warnke Confirmation Resolution of 2014,Proposed Resolution,20-905,4693,Proposed_Resolution_20-905
Real Estate Commission Frank Pietranton Confirmation Resolution of 2014,Proposed Resolution,20-818,4050,Proposed_Resolution_20-818
Real Estate Commission Helen Mcmurdock Dodson Confirmation Resolution of 2014,Proposed Resolution,20-692,3540,Proposed_Resolution_20-692
Real Estate Commission Josephine H. Ricks Confirmation Resolution of 2014,Proposed Resolution,20-622,3160,Proposed_Resolution_20-622
Real Estate Commission Ms. Monique Nichol Owens Confirmation Resolution of 2014,Proposed Resolution,20-1011,4749,Proposed_Resolution_20-1011
Real Estate Commission Stephen W. Porter Confirmation Resolution of 2013,Proposed Resolution,20-526,2881,Proposed_Resolution_20-526
Real Estate Commission Ulani D. Prater Gulstone Confirmation Resolution of 2013,Proposed Resolution,20-511,2875,Proposed_Resolution_20-511
Real Estate Commission Ulani D. Prater Gulstone Confirmation Resolution of 2014,Proposed Resolution,20-1010,4748,Proposed_Resolution_20-1010
Real Property Tax Appeals Commission Alvin L‎. Jackson Confirmation Resolution of 2013 Jackson Confirmation Resolution of 2013,Resolution,20-111,1500,Resolution_20-111
"Real Property Tax Appeals Commission Donald L. Isaac, Jr. Confirmation Resolution of 2014",Resolution,20-662,4576,Resolution_20-662
Real Property Tax Appeals Commission John N. Ollivierra Confirmation Resolution of 2014,Resolution,20-448,3380,Resolution_20-448
Real Property Tax Appeals Commission Karla D‎. ‎Christensen Confirmation Resolution of 2013,Resolution,20-155,1578,Resolution_20-155
Real Property Tax Appeals Commission May S. Chan Confirmation Resolution of 2014,Resolution,20-463,3397,Resolution_20-463
Recess Rules Authorization Resolution of 2014,Resolution,20-563,3971,Resolution_20-563
Reckless Driving Amendment Act of 2012,Law,19-316,1144,Law_19-316
Reckless Driving Congressional Review Emergency Declaration Resolution of 2013,Resolution,20-12,705,Resolution_20-12
Reckless Driving Emergency Amendment Act of 2013,Act,20-75,1428,Act_20-75
Reckless Driving Emergency Declaration Resolution of 2013,Resolution,20-124,1537,Resolution_20-124
Reckless Driving Temporary Amendment Act of 2012,Law,19-213,212,Law_19-213
Re-entry Facilitation Amendment Act of 2012,Law,19-319,1202,Law_19-319
Regulation of Body Artist and Body Art Establishments Clarifying Amendments Act of 2012,Law,19-271,896,Law_19-271
Reimbursable Details Subsidy Program Regulations Approval Resolution of 2013,Resolution,20-29,730,Resolution_20-29
Reimbursable Details Subsidy Program Resolution of 2014,Proposed Resolution,20-903,4692,Proposed_Resolution_20-903
Rent Control Hardship Petition Limitation Emergency Amendment Act of 2014,Act,20-430,4145,Act_20-430
Rent Control Hardship Petition Limitation Emergency Declaration Resolution of 2014,Resolution,20-617,4516,Resolution_20-617
Rent Reasonableness Standard Approval Resolution of 2014,Proposed Resolution,20-702,3550,Proposed_Resolution_20-702
Rental Housing Commission Claudia McKoin Confirmation Resolution of 2014,Resolution,20-393,3088,Resolution_20-393
Reprogramming No.20-130 Disapproval Resolution of 2013,Resolution,20-368,2826,Resolution_20-368
Reprogramming No.20-132 Disapproval Resolution of 2013,Resolution,20-369,2827,Resolution_20-369
Reprogramming No.20-134 Disapproval Resolution of 2013,Resolution,20-370,2828,Resolution_20-370
Reprogramming No.20-135 Disapproval Resolution of 2013,Resolution,20-371,2829,Resolution_20-371
Reprogramming No.20-136 Disapproval Resolution of 2013,Resolution,20-372,2830,Resolution_20-372
Reprogramming No.20-137 Disapproval Resolution of 2013,Resolution,20-373,2831,Resolution_20-373
Reprogramming No.20-138 Disapproval Resolution of 2013,Resolution,20-374,2832,Resolution_20-374
Reprogramming No.20-139 Disapproval Resolution of 2013,Resolution,20-375,2833,Resolution_20-375
Reprogramming No.20-140 Disapproval Resolution of 2013,Resolution,20-376,2834,Resolution_20-376
Reprogramming No.20-141 Disapproval Resolution of 2013,Resolution,20-377,2835,Resolution_20-377
Reprogramming No.20-142 Disapproval Resolution of 2013,Resolution,20-378,2836,Resolution_20-378
Residential Real Property Equity and Transparency Act of 2014,Law,20-141,4068,Law_20-141
Residential Real Property Equity and Transparency Congressional Review Emergency Amendment Act of 2014,Act,20-409,3889,Act_20-409
Residential Real Property Equity and Transparency Congressional Review Emergency Declaration Resolution of 2014,Resolution,20-528,3925,Resolution_20-528
Residential Real Property Equity and Transparency Emergency Amendment Act of 2014,Act,20-342,3322,Act_20-342
Residential Real Property Equity and Transparency Emergency Declaration Resolution of 2014,Resolution,20-468,3410,Resolution_20-468
Retail Incentive Amendment Act of 2012,Law,19-288,935,Law_19-288
Retirement of Public-School Teachers Omnibus Amendment Act of 2012,Law,19-312,1110,Law_19-312
Retirement of Public-School Teachers Omnibus Congressional Review Emergency Amendment Act of 2013,Act,20-41,527,Act_20-41
Retirement of Public-School Teachers Omnibus Congressional Review Emergency Declaration Resolution of 2013,Resolution,20-51,775,Resolution_20-51
Retirement of Public-School Teachers Omnibus Emergency Amendment Act of 2012,Act,19-584,271,Act_19-584
Retirement of Public-School Teachers Omnibus Emergency Declaration Resolution of 2012,Resolution,19-718,548,Resolution_19-718
Retirement of Public-School Teachers Omnibus Temporary Amendment Act of 2012,Law,19-313,1244,Law_19-313
Revised Abra Civil Penalty Schedule Approval Resolution of 2013,Resolution,20-181,1684,Resolution_20-181
"Rules of Organization and Procedure for the Council of the District of Columbia, Council Period 20, Resolution of 2013",Resolution,20-1,591,Resolution_20-1
Safety Plan Rulemaking Approval Resolution of 2013,Resolution,20-180,1683,Resolution_20-180
Safety-Based Traffic Enforcement Amendment Act of 2012,Law,19-307,1082,Law_19-307
Safety-Based Traffic Enforcement Amendment Emergency Declaration Resolution of 2012,Resolution,19-763,575,Resolution_19-763
Safety-Based Traffic Enforcement Congressional Review Emergency Amendment Act of 2013,Act,20-50,1356,Act_20-50
Safety-Based Traffic Enforcement Congressional Review Emergency Declaration Resolution of 2013,Resolution,20-85,1470,Resolution_20-85
Safety-Based Traffic Enforcement Emergency Amendment Act of 2012,Act,19-635,394,Act_19-635
Saving D.C. Homes From Foreclosure Clarification and Title Insurance Clarification Amendment Act of 2013,Law,20-40,2186,Law_20-40
Saving D.C. Homes From Foreclosure Enhanced Congressional Review Emergency Amendment Act of 2013,Act,20-117,1818,Act_20-117
Saving D.C. Homes From Foreclosure Enhanced Congressional Review Emergency Declaration Resolution of 2013,Resolution,20-234,2085,Resolution_20-234
Saving D.C. Homes From Foreclosure Enhanced Emergency Amendment Act of 2013,Act,20-71,1419,Act_20-71
Saving D.C. Homes From Foreclosure Enhanced Emergency Declaration Resolution of 2013,Resolution,20-133,1549,Resolution_20-133
Saving D.C. Homes From Foreclosure Enhanced Temporary Amendment Act of 2013,Law,20-15,1768,Law_20-15
Schedule H Property Tax Relief Act of 2012,Law,19-283,922,Law_19-283
"Scholastic Inc. Purchase Orders PO481712, PO466824 and PO466825 Approval and Payment Authorization Emergency Act of 2014",Act,20-317,3300,Act_20-317
"Scholastic Inc. Purchase Orders PO481712, PO466824 and PO466825 Approval and Payment Authorization Emergency Declaration Resolution of 2014",Resolution,20-456,3390,Resolution_20-456
School Transit Subsidy Congressional Review Emergency Amendment Act of 2013,Act,20-203,2453,Act_20-203
School Transit Subsidy Congressional Review Emergency Declaration Resolution of 2013,Resolution,20-294,2691,Resolution_20-294
School Transit Subsidy Emergency Amendment Act of 2013,Act,20-145,1996,Act_20-145
School Transit Subsidy Emergency Declaration Resolution of 2013,Resolution,20-250,2107,Resolution_20-250
School Transit Subsidy Temporary Amendment Act of 2013,Law,20-43,2388,Law_20-43
School-Based Enrichment Program Congressional Review Emergency Act of 2013 of 2013,Act,20-1,407,Act_20-1
School-Based Enrichment Programs Congressional Review Emergency Declaration Resolution of 2013,Resolution,20-11,703,Resolution_20-11
School-Based Enrichment Programs Temporary Act of 2012,Law,19-227,261,Law_19-227
Science Advisory Board Dr. Charlotte Word Confirmation Resolution of 2013,Proposed Resolution,20-259,1740,Proposed_Resolution_20-259
Science Advisory Board Dr. Charlotte Word Confirmation Resolution of 2014,Proposed Resolution,20-831,4380,Proposed_Resolution_20-831
Science Advisory Board Dr. Clifton P. Bishop Confirmation Resolution of 2013,Proposed Resolution,20-253,1734,Proposed_Resolution_20-253
Science Advisory Board Dr. Jay Siegel Confirmation Resolution of 2013,Proposed Resolution,20-256,1737,Proposed_Resolution_20-256
Science Advisory Board Dr. Michael Coble Confirmation Resolution of 2013,Proposed Resolution,20-251,1732,Proposed_Resolution_20-251
Science Advisory Board Dr. Sandy Zabell Confirmation Resolution of 2013,Proposed Resolution,20-254,1735,Proposed_Resolution_20-254
Science Advisory Board Dr. William Grosshandler Confirmation Resolution of 2013,Proposed Resolution,20-252,1733,Proposed_Resolution_20-252
Science Advisory Board Dr. William Grosshandler Confirmation Resolution of 2014,Proposed Resolution,20-829,4678,Proposed_Resolution_20-829
Science Advisory Board Irv Litofsky Confirmation Resolution of 2013,Proposed Resolution,20-258,1739,Proposed_Resolution_20-258
Science Advisory Board Joseph P. Bono Confirmation Resolution of 2013,Proposed Resolution,20-255,1736,Proposed_Resolution_20-255
Science Advisory Board Peter M. Marone Confirmation Resolution of 2013,Proposed Resolution,20-257,1738,Proposed_Resolution_20-257
Science Advisory Board Peter M. Marone Confirmation Resolution of 2014,Proposed Resolution,20-830,4679,Proposed_Resolution_20-830
Secretary to the Council of the District of Columbia Nyasha Smith Reappointment Resolution of 2013,Resolution,20-5,696,Resolution_20-5
See Forever Foundation/The Maya Angelou Public Charter School Revenue Bonds Project Approval Resolution of 2013,Resolution,20-219,2048,Resolution_20-219
Senator Charles H. Percy Plaza Act of 2012,Law,19-249,205,Law_19-249
Senior Citizen Real Property Tax Relief Act of 2014,Law,20-105,3212,Law_20-105
Sense of the Council Clean Air Cities Resolution of 2013,Resolution,20-48,770,Resolution_20-48
Sense of the Council Encouraging the District’s Prudent Investment with Regard to Fossil Fuels Resolution of 2014,Resolution,20-709,4624,Resolution_20-709
Sense of the Council for Closing D.C. General Shelter Resolution of 2014,Resolution,20-658,4567,Resolution_20-658
Sense of the Council for Ending Chronic Homelessness Resolution of 2014,Resolution,20-451,3383,Resolution_20-451
Sense of the Council in Support of a Prohibition on Fracking in the George Washington National Forest Resolution of 2014,Resolution,20-429,3126,Resolution_20-429
Sense of the Council in Support of District Agencies Compliance with SBE Expenditure Goals Emergency Declaration Resolution of 2014,Resolution,20-612,4506,Resolution_20-612
Sense of the Council in Support of District Agencies Compliance with SBE Expenditure Goals Emergency Resolution of 2014,Resolution,20-613,4508,Resolution_20-613
Sense of the Council in Support of Earth Hour Resolution of 2013,Resolution,20-72,796,Resolution_20-72
Sense of the Council in Support of the District of Colubmia Water and Sewer Authority's Long Term Control Plan Modification to Include Green Infrastructure Resolution of 2014,Resolution,20-430,3128,Resolution_20-430
Sense of the Council in Support of the Fair Minimum Wage Emergency Approval Resolution of 2013,Resolution,20-276,2664,Resolution_20-276
Sense of the Council in Support of the Fair Minimum Wage Emergency Declaration Resolution of 2013,Resolution,20-275,2663,Resolution_20-275
Sense of the Council in Support of the Living Wage Emergency Declaration Resolution of 2014,Resolution,20-396,3092,Resolution_20-396
Sense of the Council in Support of the Living Wage Emergency Resolution of 2014,Resolution,20-397,3093,Resolution_20-397
Sense of the Council in Supporting the Expansion of the Metrorail System Resolution of 2013,Resolution,20-187,1686,Resolution_20-187
Sense of the Council of the District of Columbia in Support of Renaming a Portion of International Place N.W. for Dr. Liu Xiaobo Resolution of 2014,Resolution,20-564,3972,Resolution_20-564
"Sense of the Council of the District of Columbia on the September 16, 2013 Navy Yard Tragedy Resolution of 2013",Resolution,20-296,2693,Resolution_20-296
Sense of the Council of the District of Columbia Regarding Enforcement of the Marijuana Decriminalization Act Emergency Approval Resolution of 2014,Resolution,20-577,3994,Resolution_20-577
Sense of the Council of the District of Columbia Regarding Enforcement of the Marijuana Decriminalization Act Emergency Declaration Resolution of 2014,Resolution,20-576,3993,Resolution_20-576
Sense of the Council of the District of Columbia Supporting Religious Tolerance Toward People of All Faiths Emergency Declaration Resolution of 2014,Resolution,20-578,3996,Resolution_20-578
Sense of the Council of the District of Columbia Supporting Religious Tolerance Toward People of All Faiths Emergency Resolution of 2014,Resolution,20-579,3997,Resolution_20-579
Sense of the Council on Displaying the Phrase ‘Taxation Without Representation’ on the Presidential Limousine’s License Plates Emergency Declaration Resolution of 2013,Resolution,20-18,713,Resolution_20-18
Sense of the Council on Displaying the Phrase ‘Taxation Without Representation’ on the Presidential Limousine’s License Plates Emergency Resolution of 2013,Resolution,20-19,714,Resolution_20-19
Sense of the Council on Fair and Lawful Federally Contracted Employment Resolution of 2013,Resolution,20-240,2092,Resolution_20-240
Sense of the Council on Participation in the District of Columbia’s Summer Learning Program Emergency Approval Resolution of 2013,Resolution,20-126,1539,Resolution_20-126
Sense of the Council on Participation in the District of Columbia’s Summer Learning Program Emergency Declaration Resolution of 2013,Resolution,20-125,1538,Resolution_20-125
Sense of the Council on Support of Comprehensive Health Care Delivery for New Hampshire’s Veterans Resolution of 2014,Resolution,20-681,4598,Resolution_20-681
Sense of the Council on the Need for the Washington Metropolitan Area Transit Authority to Update its Personnel Policies to Encourage the Employment of Returning Citizens Resolution of 2014,Resolution,20-509,3485,Resolution_20-509
Sense of the Council Regarding Citizens United and Fair Elections Resolution of 2013,Resolution,20-28,728,Resolution_20-28
Sense of the Council Regarding the Need for An Affordable Housing Policy at the Washington Metropolitan Area Transit Authority Resolution of 2013,Resolution,20-179,1681,Resolution_20-179
Sense of the Council that Black Lives Matter Emergency Declaration Resolution of 2014,Resolution,20-760,4669,Resolution_20-760
Sense of the Council that Black Lives Matter Emergency Resolution of 2014,Resolution,20-761,4670,Resolution_20-761
Sense of the Council to Rename the Washington Football Club Resolution of 2013,Resolution,20-325,2751,Resolution_20-325
Service Animals Access Amendment Act of 2012,Law,19-291,949,Law_19-291
Settlements and Interest Arbitration Award between the District of Columbia Government and the Fraternal Order of Police MPD Labor Committee (Compensation Unit 3) Emergency Approval Resolution of 2014,Resolution,20-482,3429,Resolution_20-482
Settlements and Interest Arbitration Award between the District of Columbia Government and the Fraternal Order of Police MPD Labor Committee (Compensation Unit 3) Emergency Declaration Resolution of 2014,Resolution,20-481,3427,Resolution_20-481
Sexual Assault Victims’ Rights Amendment Act of 2014,Law,20-139,4054,Law_20-139
Shiloh Way Designation Act of 2014,Law,20-125,3586,Law_20-125
Sign Regulation Authorization Amendment Act of 2012,Law,19-289,938,Law_19-289
Skyland Town Center Omnibus Act of 2014,Law,20-110,3260,Law_20-110
Skyland Town Center Term Sheet Amendment Approval Resolution of 2014,Resolution,20-533,3930,Resolution_20-533
Slowe School Disposition Approval Resolution of 2013,Resolution,20-186,2018,Resolution_20-186
Slowe School Surplus Declaration Resolution of 2013,Resolution,20-185,2016,Resolution_20-185
Small and Certified Business Enterprise Development and Assistance Amendment Act of 2014,Law,20-108,3225,Law_20-108
Small and Certified Business Enterprise Development and Assistance Clarification Congressional Review Emergency Amendment Act of 2014,Act,20-465,4399,Act_20-465
Small and Certified Business Enterprise Development and Assistance Clarification Congressional Review Emergency Declaration Resolution of 2014,Resolution,20-643,4551,Resolution_20-643
Small and Certified Business Enterprise Development and Assistance Clarification Emergency Amendment Act of 2014,Act,20-379,3860,Act_20-379
Small and Certified Business Enterprise Development and Assistance Clarification Emergency Declaration Resolution of 2014,Resolution,20-517,3918,Resolution_20-517
Small and Certified Business Enterprise Development and Assistance Clarification Temporary Amendment Act of 2014,Law,20-150,4141,Law_20-150
Small and Certified Business Enterprise Development and Assistance Waiver Certification Emergency Amendment Act of 2014,Act,20-380,3862,Act_20-380
Small and Certified Business Enterprise Development and Assistance Waiver Certification Emergency Declaration Resolution of 2014,Resolution,20-523,3924,Resolution_20-523
Smoking Restriction Amendment Act of 2013,Law,20-48,2203,Law_20-48
Smoking Schedule of Fines Approval Resolution of 2013,Proposed Resolution,20-533,2884,Proposed_Resolution_20-533
Soccer Stadium Development Emergency Amendment Act of 2014,Act,20-557,4467,Act_20-557
Soccer Stadium Development Emergency Declaration Resolution of 2014,Resolution,20-750,4666,Resolution_20-750
Southwest Business Improvement District Amendment Act of 2014,Law,20-136,3636,Law_20-136
Southwest Business Improvement District Emergency Act of 2014,Act,20-410,3907,Act_20-410
Southwest Business Improvement District Emergency Declaration Resolution of 2014,Resolution,20-572,3987,Resolution_20-572
Southwest Waterfront Land Disposition Agreement Amendment Approval Resolution of 2014,Proposed Resolution,20-656,3527,Proposed_Resolution_20-656
Southwest Waterfront Project Quitclaim Deed Authorization Emergency Act of 2013,Act,20-106,1813,Act_20-106
Southwest Waterfront Project Quitclaim Deed Authorization Emergency Declaration Resolution of 2013,Resolution,20-191,2022,Resolution_20-191
Special Eligibility Criteria for Local Rent Supplement Program Approval Resolution of 2013,Proposed Resolution,20-012,805,Proposed_Resolution_20-012
Special Event Waste Diversion Act of 2014,Law,20-134,3623,Law_20-134
Spring Place Real Property Limited Tax Abatement Assistance Emergency Act of 2013,Act,20-151,2003,Act_20-151
Spring Place Real Property Limited Tax Abatement Assistance Emergency Declaration Resolution of 2013,Resolution,20-242,2096,Resolution_20-242
Standard Deduction Withholding Clarification Emergency Amendment Act of 2014,Act,20-510,4434,Act_20-510
Standard Deduction Withholding Clarification Emergency Declaration Resolution of 2014,Resolution,20-688,4616,Resolution_20-688
"State Athletic Activities, Programs, and Office Fund Emergency Act of 2012",Act,19-607,375,Act_19-607
"State Athletic Activities, Programs, and Office Revenue Generation and Sponsorship Emergency Act of 2012",Act,19-606,373,Act_19-606
State Board of Education Personnel Authority Amendment Act of 2012,Law,19-284,925,Law_19-284
State Board of Education Personnel Authority Amendment Emergency Act of 2013,Act,20-46,545,Act_20-46
State Board of Education Personnel Authority Amendment Emergency Declaration Resolution of 2013,Resolution,20-74,797,Resolution_20-74
State Superintendent of Education Jesus Aguirre Confirmation Resolution of 2014,Resolution,20-412,3108,Resolution_20-412
Statewide Health Coord. Council Rev. Raymond D. Massenburg Confirmation Resolution of 2013,Proposed Resolution,20-015,806,Proposed_Resolution_20-015
Statewide Health Coordinating Council Jacqueline D. Bowens Confirmation Resolution of 2013,Proposed Resolution,20-368,2855,Proposed_Resolution_20-368
Statewide Health Coordinating Council Jacqueline D. Bowens Confirmation Resolution of 2014,Proposed Resolution,20-849,4385,Proposed_Resolution_20-849
Statewide Health Coordinating Council Sandra C. Allen Confirmation Resolution of 2014,Proposed Resolution,20-982,4724,Proposed_Resolution_20-982
Stevens School Disposition Approval Emergency Declaration Resolution of 2014,Resolution,20-722,4658,Resolution_20-722
Stevens School Disposition Approval Resolution of 2014,Proposed Resolution,20-820,4675,Proposed_Resolution_20-820
Stevens School Disposition Emergency Approval Act of 2014,Act,20-513,4435,Act_20-513
Stipulated Retailer’s License Class B Emergency Amendment Act of 2013,Act,20-38,522,Act_20-38
Stipulated Retailer’s License Class B Emergency Declaration Resolution of 2013,Resolution,20-75,798,Resolution_20-75
Stormwater Fee Discount Program Regulations Approval Resolution of 2013,Proposed Resolution,20-197,2151,Proposed_Resolution_20-197
Streetscape Reconstruction Congressional Review Emergency Act of 2013,Act,20-23,481,Act_20-23
Streetscape Reconstruction Congressional Review Emergency Declaration Resolution of 2013,Resolution,20-37,739,Resolution_20-37
Streetscape Reconstruction Second Temporary Act of 2012,Law,19-246,269,Law_19-246
Student Grievance Procedure Regulations Approval Resolution of 2013,Proposed Resolution,20-576,3151,Proposed_Resolution_20-576
Sustainable DC Amendment Act of 2012,Law,19-262,839,Law_19-262
Sustainable DC Omnibus Amendment Act of 2014,Law,20-142,4098,Law_20-142
Task Order No. Dcka-2013-T-0006 Approval and Payment Authorization Emergency Act of 2013,Act,20-115,1816,Act_20-115
Task Order No. Dcka-2013-T-0006 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-259,2124,Resolution_20-259
Task Order No. GAGA-2014-T-0059 Issued Pursuant to National Joint Powers Alliance Cooperative Agreement No. 100312-SEC Emergency Approval Resolution of 2014,Resolution,20-677,4592,Resolution_20-677
Task Order No. GAGA-2014-T-0059 Issued Pursuant to National Joint Powers Alliance Cooperative Agreement No. 100312-SEC Emergency Declaration Resolution of 2014,Resolution,20-676,4591,Resolution_20-676
Tax Clarity Equity Act of 2013,Law,20-85,2948,Law_20-85
Tax Exemption for Teacher Awards Emergency Act of 2013,Act,20-246,2641,Act_20-246
Tax Exemption for Teacher Awards Emergency Declaration Resolution of 2013,Resolution,20-356,2806,Resolution_20-356
Tax Exemption for Teacher Awards Temporary  Act of 2013,Law,20-90,3020,Law_20-90
Tax Lien Compensation and Relief Reporting Emergency Act of 2013,Act,20-176,2430,Act_20-176
Tax Lien Compensation and Relief Reporting Emergency Declaration Resolution of 2013,Resolution,20-278,2667,Resolution_20-278
Tax Lien Compensation and Relief Reporting Temporary Amendment Act of 2013,Law,20-54,2394,Law_20-54
